Id,Date,Title,Short Description
645054,2023-07-12,"Domino's says it is partnering with Uber for pizza orders, delivery",Domino's Pizza on Wednesday said it had entered into a new global agreement with Uber that will allow customers to order Domino's products through Uber's food delivery apps. (Reporting by Granth Vanaik in Bengaluru; Editing by Janane Venkatraman)
644102,2023-07-10,Britain's Waitrose joins forces with Uber Eats for rapid delivery,"British upmarket supermarket group Waitrose has teamed up with rapid delivery firm Uber Eats to provide its groceries to shoppers' homes in as little as 20 minutes, the companies said on Tuesday."
644080,2023-07-10,Uber CFO Nelson Chai plans to step down - Bloomberg News,"Uber Technologies Chief Financial Officer Nelson Chai is planning to leave the ride-hailing company, Bloomberg News reported on Monday, citing people familiar with the matter."
644120,2023-07-10,Uber CFO Nelson Chai plans to step down - Bloomberg News,"Uber Technologies Chief Financial Officer Nelson Chai is planning to leave the ride-hailing company, Bloomberg News reported on Monday, citing people familiar with the matter. (Reporting by Yuvraj Malik in Bengaluru; Editing by Shounak Dasgupta)"
642379,2023-07-06,"Uber, DoorDash sue New York City over minimum wage law","Uber Technologies Inc , DoorDash Inc and other app-based food delivery companies filed lawsuits on Thursday seeking to strike down New York City's novel law setting a minimum wage for delivery workers."
635222,2023-06-21,Uber to lay off 200 employees in recruitment division,Uber Technologies said on Wednesday it was cutting 200 jobs in its recruitment division amid plans to keep the staff count flat through the year and streamline costs.
635171,2023-06-21,Uber to lay off 200 employees in recruitment division,Uber Technologies said on Wednesday it was cutting 200 jobs in its recruitment division amid plans to keep the staff count flat through the year and streamline costs.
631849,2023-06-15,"Uber to cease food delivery in Italy, exit Israel","Uber said on Thursday it will shut its food delivery business in Italy and exit Israel, where it has not built sufficient market share."
631796,2023-06-15,"Uber to cease food delivery in Italy, exit Israel","Uber said on Thursday it will shut its food delivery business in Italy and exit Israel, where it has not built sufficient market share."
630486,2023-06-13,"New Delhi city to impound bike taxis if Uber, Ola do not comply with ban","New Delhi city authorities will start impounding the bike taxis of companies such as Uber and local rival Ola if they do not cease operations in line with a court order backing a ban on them, a senior government official told Reuters on Tuesday."
629990,2023-06-12,India's top court backs Delhi ban on bike taxis in setback for Uber,India's top court on Monday backed a New Delhi city government ban on bike taxis in a setback for U.S. ride-hailing company Uber which had legally challenged authorities to continue offering the services.
630056,2023-06-12,India's top court backs Delhi ban on bike taxis in setback for Uber,India's top court on Monday backed a New Delhi city government ban on bike taxis in a setback for U.S. ride-hailing company Uber which had legally challenged authorities to continue offering the services.
628356,2023-06-08,Uber says green rides will enable customers to track CO2 savings,U.S. ride-hailing giant Uber said on Thursday that customers will soon be able to track emissions avoided when choosing greener rides and have the option of shared rides in more cities to further reduce CO2 emissions.
627427,2023-06-06,"Uber opens office for 1,000 more workers at Amsterdam headquarters","Uber said on Wednesday it has opened a new office with space for 1,000 additional workers in Amsterdam, where the company has its international headquarters."
627391,2023-06-06,"Uber opens office for 1,000 more workers at Amsterdam headquarters","Uber said on Wednesday it has opened a new office with space for 1,000 additional workers in Amsterdam, where the company has its international headquarters."
618249,2023-05-29,Uber executive says European taxis joining platform,"Uber is seeing an influx of European taxi drivers joining its platform, an executive told Reuters, a surprising development given the history of tensions between the company and the traditional taxi industry."
617007,2023-05-24,Uber steps up EV push in India with Uber Green,"Ride-hailing platform Uber Technologies is stepping up its efforts to go green in India by introducing more electric vehicles, partnering with fleet operators, boosting financing options and giving its users the option to hire electric vehicles while booking their ride."
616772,2023-05-23,Uber partners with Alphabet's Waymo to offer driverless rides,"Uber Technologies Inc will offer driverless cars on its ride-hailing and food delivery platform later this year through a partnership with Alphabet Inc's Waymo, the companies said."
611465,2023-05-10,Uber launches UK flight ticket bookings - FT,"Uber Technologies Inc has launched international and domestic flight bookings on its UK app, the Financial Times reported on Wednesday."
620933,2023-05-10,Uber launches UK flight ticket bookings - FT,"Uber Technologies Inc has launched international and domestic flight bookings on its UK app, the Financial Times reported on Wednesday."
622740,2023-05-02,Uber confident on profit as ride-sharing rebounds in 2023,"Uber Technologies Inc forecast quarterly core earnings above estimates on Tuesday, after a surge in demand for travel and food delivery helped the U.S. ride-sharing giant report better-than-expected results for the January-March period."
609501,2023-05-02,Uber confident on profit as ride-sharing makes strong start to 2023,"Uber Technologies Inc forecast quarterly core earnings above estimates on Tuesday, after a surge in demand for travel and food delivery helped the U.S. ride-sharing giant report better-than-expected results for the January-March period."
608125,2023-04-26,"Uber drivers are not interstate workers exempt from arbitration, US court rules","Uber Technologies Inc drivers are not exempt from a U.S. law requiring them to bring work-related legal disputes in private arbitration rather than joining class action lawsuits in court, a U.S. appeals court ruled on Wednesday."
606275,2023-04-19,Indian taxi startup BluSmart picks EV fight with Uber,Indian ride-hailing startup BluSmart is seeking to challenge Uber and Ola for market share in the country with bets on an all-electric taxi fleet and an aggressive bid to lure disgruntled passengers and drivers from the incumbents.
603573,2023-04-05,U.S. agency says Uber should face claims that driver ratings are biased,The U.S. agency that enforces workplace discrimination laws has urged a federal appeals court to revive a lawsuit alleging that Uber Technologies Inc's system allowing passengers to rate drivers is racially discriminatory.
603389,2023-04-05,Uber to offer Tembici's bike-sharing service in Latin America,Uber Technologies Inc on Wednesday announced a deal with Brazilian bike-sharing company Tembici to make electric and common bicycles available on its app in Latin America amid a push for greener initiatives.
602402,2023-03-31,Uber drivers to get incentives for charging vehicles at BP hubs&nbsp;,BP Plc said it would provide the drivers of Uber Technologies Inc incentives on its electric charging hubs under a new deal announced on Friday.
598723,2023-03-17,Uber's challenge to Calif. contractor law revived by U.S. appeals court,A U.S. appeals court on Friday revived a lawsuit by Uber Technologies Inc and subsidiary Postmates Inc claiming a California law that makes it more difficult for them to save money by treating workers as independent contractors is unconstitutional.
597370,2023-03-14,"Uber, Lyft shares cheer court decision to treat drivers as contractors ","Shares of Uber Technologies and Lyft Inc rose in premarket trading on Tuesday following a California court's ruling on treating drivers as independent contractors rather than employees, removing some future regulatory risks for the rideshare companies."
595707,2023-03-08,"Uber explores logistics unit sale, IPO - Bloomberg News","Uber Technologies Inc is exploring whether to spin off its Uber Freight logistics unit in a sale or as a separate publicly traded firm, Bloomberg News reported on Wednesday, citing people familiar with the matter."
593035,2023-02-28,"New Delhi city warns Uber, Ola on use of bike taxis -official","New Delhi city authorities have warned Uber and its rival Ola for allegedly violating local transport rules by providing two-wheeler bike taxis, a senior government official told Reuters on Tuesday."
592833,2023-02-27,Uber's Mideast business Careem to cease operations in Qatar,"Uber's Middle Eastern business Careem will cease operations in Qatar on Tuesday, the company announced in a message sent to customers in the Gulf Arab state on Monday."
592217,2023-02-24,Uber says Delhi's plans to allow only electric bike taxis to impact millions,"Uber Technologies Inc said on Friday plans by the local government in India's Delhi city to only allow electric vehicles to function as bike taxis would risk ""finishing off the sector"" and impact the mobility needs of millions."
590846,2023-02-20,"Uber to introduce 25,000 EVs in India amid clean car push","Uber Technologies will introduce 25,000 electric vehicles (EVs) in India for ride-sharing over three years, its country head said on Monday, its first move to adopt clean cars."
587407,2023-02-08,CORRECTED-Uber sets sights on profits in 2023 as pandemic pain eases,Uber Technologies Inc on Wednesday set its sights on delivering profits this year after rounding off 2022 with blow-out earnings as a surge in demand for airport and office rides helped the company rebound from pandemic lows.
587114,2023-02-07,Uber to steal a march on Lyft in resurgent rideshare market,Uber Technologies Inc's revenue growth is set to outpace that of rival Lyft Inc as the rideshare firm's presence in major markets around the world gives it the heft to deal with inflationary pressures.
582335,2023-01-20,"French court orders Uber to pay some $18 million to drivers, company to appeal","French court on Friday ordered Uber to pay around 17 million euros ($18.43 million) in damages and lost salaries to a group of drivers who argued they should have been treated like employees rather than self-employed, both parties to the case told Reuters."
581756,2023-01-19,Davos 2023-Uber not planning any company-wide layoffs -CEO,Uber Chief Executive Dara Khosrowshahi said in Davos on Thursday that he was not currently planning any company-wide layoffs.
581231,2023-01-17,French Uber drivers to earn more than $8 per ride after union deal,"France's Uber drivers are poised to earn a minimum of 7.65 euros net ($8.25) per ride after a sector-wide deal with unions, setting up a precedent after months of bargaining talks with taxi apps, Uber said on Wednesday."
573291,2022-12-13,"Uber's Spanish food delivery platform agrees in court to pay severance to 4,400 riders ","Uber's Spanish food delivery platform has agreed in court to pay severance to 4,400 riders it had fired, local union UGT said on Tuesday."
571579,2022-12-07,Dutch panel concludes Uber International's lobbying didn't influence taxes,"Experts for the Dutch government have found that an Uber lobbying campaign between 2013 and 2015 did not lead to special tax treatment for the U.S. company in the Netherlands, where it has its international headquarters."
571587,2022-12-07,"Uber, Motional launch robotaxi service in Las Vegas",U.S. ride-hailing firm Uber Technologies Inc and driverless tech-maker Motional have launched their public robotaxi service in Las Vegas on Wednesday.
571408,2022-12-06,Australia fines Uber $14m for misleading advertisements about fares and cancellation fees,"An Australian court fined Uber Technologies Inc A$21 million ($14 million) on Wednesday for threatening cancellation fees it never charged and overstating fare estimates on some rides, lower than a regulator wanted but a setback for the company."
570529,2022-12-02,"Uber, Aurora to expand self-driving truck ops in Texas to meet holiday rush",Uber Technologies Inc and self-driving technology company Aurora Innovation Inc will expand their driverless pilot program in Texas to meet increased delivery demand during the holidays.
568082,2022-11-23,"Uber, delivery apps propose offering Mexico drivers social security benefits",Tech giant Uber and delivery apps DiDi and Rappi have proposed offering social security benefits to workers in Mexico for the first time ahead of a new government bill set to regulate the gig economy.
561932,2022-11-01,Uber forecasts operating profit above estimates as rideshare recovers,"Uber Technologies Inc on Tuesday forecast fourth-quarter operating profit above Wall Street estimates, betting on rising demand for its rides as customers resume spending more on travel and tight control on costs."
559235,2022-10-21,Fact Check-Uber is not offering a 'walking buddy' option ,Social media posts in October feature a fabricated screenshot claiming that Uber is offering a &ldquo;walking buddy option&rdquo; to its customers.
558327,2022-10-19,Uber looks to boost digital ad revenue with new advertising division,Uber Technologies Inc has launched a new advertising division as the ride-hailing firm looks to diversify its revenue sources through tie-ups with brands and marketers.
556115,2022-10-11,"Uber, Lyft slump as U.S. proposal on workers a potential blow to gig economy","Shares of Uber Inc, Lyft Inc and Doordash Inc fell about 10% on Tuesday on fears that a U.S. proposal to deter companies from treating workers as independent contractors would raise costs for the barely profitable firms."
556020,2022-10-11,"Uber exits five Pakistani cities, to continue services via unit Careem","Uber Technologies Inc will discontinue its ride-hailing services app in five cities in Pakistan including Karachi and Islamabad, the company said on Tuesday, in a move that will reduce market overlap between the U.S. firm and its Middle East unit Careem."
554806,2022-10-05,Jury finds former Uber security chief guilty of concealing data breach,"A San Francisco jury has found Uber Technologies Inc's former chief security officer Joseph Sullivan guilty of criminal obstruction for failing to report a 2016 cybersecurity incident to the authorities, a spokesperson from the Department of Justice confirmed on Wednesday."
552107,2022-09-27,Stellantis and Uber join forces on electric vehicles market in France,Carmaker Stellantis and Uber announced a partnership along with the company Free2Move to focus on the French electric vehicles market.
550276,2022-09-20,Uber asks its India drivers to ensure rear seatbelts in their cars work,"Ride-hailing company Uber Technologies has asked its drivers in India to ensure backseat seatbelts in their vehicles are accessible to passengers and they work, days after a local business tycoon died in a crash involving his private car."
550049,2022-09-19,Uber says Lapsus$-linked hacker responsible for breach,Uber Technologies Inc said on Monday a hacker affiliated with the Lapsus$ hacking group was responsible for a cyber attack that forced the ride-hailing company to shut several internal communications temporarily last week.
550050,2022-09-19,Uber says hacker working with Lapsus$ responsible for cybersecurity  incident ,Uber Technologies Inc said on Monday a hacker affiliated with the Lapsus$ hacking group was responsible for its cyber attack last week which forced the ride-hailing company to shut several internal communications temporarily.
549616,2022-09-16,Factbox-What to do if you were a corporate hack victim,A reported breach of Uber Technologies Inc's internal systems on Thursday underscored the need for consumers to know what they can do to protect themselves if a service they use has suffered a cyber attack.
711912,2022-09-16,Uber investigating 'cybersecurity incident' after report of breach,Uber Technologies Inc said it was investigating a cybersecurity incident after a report of a network breach that forced the company to shut several internal communications and engineering systems.
549334,2022-09-16,Uber investigating computer network breach- NYT ,"Uber Technologies Inc's computer network was breached on Thursday leading it to take several internal communications and engineering systems offline, the New York Times reported."
548249,2022-09-13,Uber pays New Jersey $100 million in back taxes over driver employment status,"Uber Technologies Inc said on Monday it back-paid New Jersey $100 million in unemployment taxes over classifying drivers as contractors, but added that it did not agree with the state's view that drivers were ""employees."""
548251,2022-09-12,Uber pays New Jersey $100 mln in dispute over drivers&rsquo; employment status - NYT,"Uber Technologies Inc has paid New Jersey $100 million in back taxes after the state said the company has misclassified its drivers as independent contractors, the New York Times reported on Monday."
547279,2022-09-08,"Uber partners with Nuro in push for autonomous food, grocery delivery","Uber Technologies Inc said on Thursday it has partnered with start-up Nuro to test food delivery via unmanned vehicles in some U.S. locations, expanding its tie-ups with companies focused on building self-driving machines."
538763,2022-08-03,India's Zomato falls nearly 7% on reports of Uber stake sale,"Shares of Zomato Ltd fell up to 6.8% on Wednesday, in their biggest drop in more than a week, a day after reports said that Uber Technologies planned to sell its entire stake in the Indian food delivery firm."
538703,2022-08-02,Fraud charges in hacking case against Uber ex-security chief are dismissed,A U.S. judge on Tuesday granted a request by prosecutors to dismiss fraud counts against a former Uber Technologies Inc security chief also charged with covering up a 2016 data hack affecting 57 million passengers and drivers.
538568,2022-08-02,"Uber likely seller of 7.8% stake in India's Zomato - source, term sheet","Uber Technologies is the likely seller of a 7.8% stake in Indian food delivery firm Zomato being disposed of via a $373 million block deal on Wednesday, according to a source with direct knowledge of the matter."
538597,2022-08-02,Uber turns cash flow positive for the first time ,"Uber Technologies Inc on Tuesday reported positive quarterly cash flow for the first time ever and forecast third-quarter operating profit above estimates, betting on steady demand for its ride-hailing and food-delivery services."
538339,2022-08-01,Uber Eats in focus as inflation-hit consumers rethink ordering in,The food-delivery business that kept Uber Technologies' earnings afloat during the peak of the pandemic is expected to show signs of strain in second-quarter results due on Tuesday as decades-high inflation crimps consumer spending.
537905,2022-07-29,India's Ola and Uber deny report of merger talks,Uber Technologies Inc and its Indian rival Ola on Friday denied a media report that the ride-hailing firms were in talks for a merger.
537831,2022-07-29,Uber adds driver incentives in U.S. ahead of results report,"Uber Technologies Inc's CEO said the company is expanding a program in the United States to show drivers fare value and routes before accepting rides, part of its efforts to bring on more drivers."
536702,2022-07-26,"Uber need not provide wheelchair access everywhere, U.S. judge rules",A U.S. judge said Uber Technologies Inc did not violate a federal law protecting people with disabilities by not offering wheelchair-accessible vehicles in every market the ride-sharing company serves.
536705,2022-07-26,"Uber need not provide wheelchair access everywhere, U.S. judge rules",A U.S. judge said Uber Technologies Inc did not violate a federal law protecting people with disabilities by not offering wheelchair-accessible vehicles in every market the ride-sharing company serves.
535987,2022-07-22,"Uber enters non-prosecution agreement, admits covering up 2016 data breach","Uber Technologies Inc has entered a non-prosecution agreement to resolve a criminal investigation into its cover-up of a significant data breach, U.S. Attorney Stephanie Hinds in San Francisco said on Friday."
534545,2022-07-18,"Uber settles U.S. lawsuit over disabled riders, vows to waive fees","Uber Technologies Inc will pay more than $2 million and waive wait time fees for disabled passengers to settle U.S. allegations that the ride share company had violated the Americans with Disabilities Act, the Department of Justice said on Monday."
534568,2022-07-18,Uber to pay more than $2mln to settle U.S. disability lawsuit,"Uber Technologies Inc will pay more than $2 million and waive wait time fees for disabled passengers to settle federal authorities' allegations that the ride share company had violated the Americans with Disabilities Act, the U.S. Department of Justice said on Monday."
534569,2022-07-18,"Uber, U.S. DOJ settle lawsuit on overcharging people with disabilities","Uber Technologies Inc will offer ""several million dollars"" in compensation to more than 65,000 Uber users, who were charged discriminatory fees due to disability, as a settlement to resolve a lawsuit, the U.S. Department of Justice said on Monday. The lawsuit had alleged..."
533069,2022-07-12,France's Macron: I wouldn't change anything in dealings with Uber,"French President Emmanuel Macron said on Tuesday he would not change a thing in the approach he took to U.S. ride-hailing firm Uber Technologies when he served as economy minister, after political foes said they would seek a parliamentary inquiry."
532736,2022-07-11,EU Commission seeking info from former EU digital chief Kroes on Uber,"The European Commission has asked former EU digital chief Nellie Kroes for more information on her alleged involvement in lobbying for U.S. ride-hailing app Uber, a Commission spokesperson said on Monday."
529768,2022-06-28,"Uber ex-security chief accused of hacking coverup must face fraud charges, judge rules",A federal judge on Tuesday said a former Uber Technologies Inc security chief must face wire fraud charges over his alleged role in trying to cover up a 2016 hacking that exposed personal information of 57 million passengers and drivers.
529595,2022-06-28,"Uber agrees to Australia minimum pay body after similar moves in Britain, Canada","Uber Technologies Inc and Australia's main transport union agreed on Tuesday to back a federal body that enforces minimum pay for the company's drivers, joining a global thawing of relations between the ride-hailing giant and industrial bodies."
528404,2022-06-23,"Toyota cuts stake in Uber by half, looks to maintain ties",Japan's Toyota Motor Corp has cut its stake in Uber Technologies Inc by about half after the ride-hailing giant divested the autonomous driving unit at the center of their collaboration.
527827,2022-06-21,"Uber, Lyft drivers claim price-fixing in lawsuit against companies",A group of drivers for Uber Technologies Inc and Lyft Inc on Tuesday accused the companies of unfairly controlling how much passengers are charged for rides in an antitrust lawsuit in California state court.
524274,2022-06-07,"Alphabet's Waymo, Uber Freight in deal for future self-driving trucks","Waymo Via, the self-driving trucking unit of Alphabet Inc, and Uber Technology Inc's Freight business on Tuesday said they signed a long-term strategic partnership that would allow future customers to deploy autonomous trucks more efficiently."
523611,2022-06-03,Uber loses appeal as top Swiss court rules company is an employer,"Switzerland's top court upheld a ruling that ride-hailing company Uber should be treated as an employer, dismissing the company's attempt to overturn a Geneva court's verdict."
520963,2022-05-24,Uber seals taxi deal to expand its business in Italy,"Uber Technologies Inc has clinched a deal to integrate its ride-hailing app with Italy's largest taxi dispatcher as it seeks to boost its presence in the eurozone's third-largest economy, the company said on Tuesday."
518263,2022-05-16,Uber launches robot food delivery in California,"Uber Technologies Inc on Monday said it launched pilot food delivery services with autonomous vehicles in two California cities, and said it was adding electric vehicle charging stations into its global driver app."
517832,2022-05-14,Badminton-South Korea dethrone China to end 12-year Uber Cup drought,"South Korea ended their 12-year wait for an Uber Cup title with a 3-2 upset of defending champions China that was only decided in the last singles match of the final in Bangkok, Thailand on Saturday."
515806,2022-05-09,U.S. trucking downturn puts pressure on independent operators -Uber Freight,"A continued decline in on-demand trucking prices risks squeezing out tens of thousands of small operator-owned trucking companies that rushed into the market when rates were surging earlier this year, Uber Technologies Inc's head of freight said."
515560,2022-05-09,"Uber to cut costs, slow down hiring, CEO tells staff - CNBC","Uber Technologies Inc will scale back hiring and reduce expenditure on its marketing and incentive activities, CNBC reported on Monday, citing a letter from Chief Executive Officer Dara Khosrowshahi."
515184,2022-05-06,Diverging businesses: Uber vs Lyft in six graphics,"Lyft Inc's choice to stay on the narrow ride-hail road worries investors as its larger rival Uber Technologies Inc explores more profitable paths, such as becoming a food delivery giant during the pandemic."
514116,2022-05-04,"Uber says doesn't need to pay drivers more, forecasts profit ahead of Wall Street","Uber Technologies Inc on Wednesday beat expected operating earnings and forecast a strong second quarter, saying it had no need to offer extra incentives to boost its driver supply, unlike its smaller rival Lyft."
508988,2022-04-19,"Uber scraps mask requirement for riders, drivers as COVID cases fall","Uber Technologies has scrapped mandatory face masks for its riders and drivers in the United States, the ride-hailing company said on Tuesday, adding that riders have the option to cancel their trip if they feel uncomfortable with its move."
504222,2022-04-01,"Washington governor signs Uber, Lyft driver pay guarantee into law","Washington Governor Jay Inslee on Thursday signed into law a minimum pay standard for Uber and Lyft drivers, making Washington the first U.S. state to implement earnings standards for ride-hail companies."
502371,2022-03-26,Uber secures London license for two and half years,"Uber Technologies Inc said on Saturday it has received permission to operate in London under a new 30-month license, ending a years-long battle with the city transport regulator over safety concerns."
501726,2022-03-24,Uber to put New York City's iconic yellow taxis on app,"Uber Technologies Inc said it will list New York City's yellow taxis on its app, a move that could help the ride-hailing giant overcome a driver shortage in its biggest U.S. market."
501738,2022-03-24,Uber reaches deal to list all New York City taxis on app - WSJ ,"Uber Technologies Inc has reached a deal to list all New York City taxis on its app, the Wall Street Journal reported on Thursday. (Reporting by Nivedita Balu in Bengaluru; Editing by Aditya Soni)"
501073,2022-03-22,Uber aims to service Mexico City's distant new airport in 'near future',"Uber is working with Mexican authorities to bring service to and from the capital's newest airport, which formally opened Monday with just a few flights and lacking key transportation to the infamously traffic-plagued megacity."
499995,2022-03-18,"Uber, Lyft drivers consider quitting as pain at the gas pump grows","A number of Uber and Lyft drivers are considering quitting the app-based ride-hailing platforms as fueling up becomes costlier, with some calling the newly announced surcharges ""insulting""."
497781,2022-03-11,Uber to roll out fuel surcharge in United States amid high gas prices,"Uber Technologies Inc said on Friday U.S. customers, excluding New York City, will have to pay a fuel surcharge from March 16 as the ride-hailing firm tries to address concerns of drivers and couriers hit by record high gasoline prices."
496339,2022-03-08,U.S. ride-hail drivers at career crossroads over record gas cost,"Uber drivers are protesting on social media over record U.S. gasoline prices eating into their earnings just as the ride-hailing firm raised its profitability outlook, with some asking whether it was still worth getting behind the wheel."
496260,2022-03-08,"Spanish rule protecting gig-economy riders leads to labour shortage, Uber says","A Spanish law passed last year forcing food delivery companies to contract their couriers as staff has caused a labour shortage as many prefer to remain self-employed and work for rivals that flout the regulation, Uber Eats said on Tuesday."
495847,2022-03-07,"Uber raises first-quarter profit forecast on strong ridership, delivery growth","Uber Technologies Inc raised its outlook for first-quarter core profit on Monday, as its ridehailing business was recovering faster than expected on the back of a surge in airport rides and an increase in the number of offices being reopened."
495895,2022-03-07,"Uber raises first-quarter profit outlook on strong ridership, delivery growth","Uber Technologies Inc raised its first-quarter profitability guidance on Monday, saying its mobility business was improving faster than expected, while customers continued ordering food deliveries at record numbers in February."
